"fc_date","ensemble_member","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","issue_date"
2021-10-18,1,3.57406050436281,-2.34754889715903,-7.20003422501725,-5.55524945359074,2021-10-18
2021-10-19,1,4.50831293573704,-2.43366647156901,-7.34363577894772,-6.38461039410234,2021-10-18
2021-10-20,1,4.75837148817451,-2.68709473032061,-7.23420225392069,-6.13907513573626,2021-10-18
2021-10-21,1,4.71342094962865,-1.32239442568121,-7.44583069179773,-8.91272986514382,2021-10-18
2021-10-22,1,3.56917092651577,0.725641318587647,-3.45713761899615,-1.75807605512662,2021-10-18
2021-10-23,1,4.18512021242772,-2.06431127922218,-7.31119185038425,-8.00718750231525,2021-10-18
2021-10-24,1,3.97580805517236,-2.94821772667476,-7.22806030035598,-7.81195289951059,2021-10-18
2021-10-25,1,4.39065506638098,-2.51402518136112,-6.45957931018561,-3.2715658203948,2021-10-18
2021-10-26,1,4.60957415484538,-3.49123962112855,-7.09541422075339,-6.49946833369155,2021-10-18
2021-10-27,1,4.62018675276178,-3.55481506363281,-6.11759002515229,-5.95530853909893,2021-10-18
2021-10-28,1,4.73801517931226,-3.64463144962752,-6.46409698484746,-3.99931967594765,2021-10-18
2021-10-18,2,4.69747616763947,-2.6778880548473,-7.53977715219103,-5.31648234265791,2021-10-18
2021-10-19,2,4.84795437078405,-2.75299635666597,-7.42830084160444,-5.82240104709451,2021-10-18
2021-10-20,2,4.69861736134879,-2.63833154431035,-6.36347038742888,-2.11682609329811,2021-10-18
2021-10-21,2,5.29221179198134,-2.88902003870626,-6.97782094452982,-5.58140434840635,2021-10-18
2021-10-22,2,4.48323279093166,-1.5960400985464,-5.17105072064903,-4.58615291821538,2021-10-18
2021-10-23,2,4.82338886738792,-2.60811363824647,-6.91219547379004,-3.70155764258969,2021-10-18
2021-10-24,2,4.90979859306482,-2.18803282623496,-8.2741464557898,-8.72145923855677,2021-10-18
2021-10-25,2,4.63002108387613,-1.92458609945695,-7.92144185440383,-9.2356487765179,2021-10-18
2021-10-26,2,4.34074590236197,-1.82277542318224,-6.29627417183112,-6.33454473899897,2021-10-18
2021-10-27,2,4.18213117254669,-1.76477037499816,-6.94471035560937,-6.02643015788159,2021-10-18
2021-10-28,2,3.76275167245481,0.30468201776154,-3.61547008457723,-4.18774230040395,2021-10-18
2021-10-18,3,4.84701594870126,-3.22724518747606,-6.7597098931779,-4.51458019112518,2021-10-18
2021-10-19,3,4.94280277064725,-3.20532598709836,-7.52788893400969,-4.7803605225876,2021-10-18
2021-10-20,3,5.01844092190233,-4.02602647122284,-7.35348287071742,-5.72213033790661,2021-10-18
2021-10-21,3,3.91549247822021,-2.91361189817484,-3.85901270748529,-5.3508442110635,2021-10-18
2021-10-22,3,4.20804951431306,-3.11757112510325,-5.8383913750621,-5.79767883733526,2021-10-18
2021-10-23,3,4.08502294996477,-3.52767941722826,-6.58861207054219,-6.67289524528124,2021-10-18
2021-10-24,3,3.8006694696367,-4.54004935772931,-6.17311932036484,-4.33311916388193,2021-10-18
2021-10-25,3,3.98919071346338,-3.88080658612896,-3.98551670945756,-3.0187788462249,2021-10-18
2021-10-26,3,3.20203145200672,-2.204824882338,-0.193440103232363,-1.28701701413645,2021-10-18
2021-10-27,3,3.22474194511519,-2.56753227421769,-1.9461709043807,-3.1188176354876,2021-10-18
2021-10-28,3,2.51036534832073,-2.04875186267583,0.121718403660638,-3.63603424337921,2021-10-18
2021-10-18,4,4.47512877654262,-4.07166419674681,-6.92617325968728,-5.46966345748017,2021-10-18
2021-10-19,4,4.75502284668222,-3.70052084764185,-7.61014671764226,-5.22815114629766,2021-10-18
2021-10-20,4,5.19800899200895,-3.10276715971135,-7.64349616417533,-4.92760437432418,2021-10-18
