"fc_date","ensemble_member","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","issue_date"
2021-06-27,1,6.54747553600418,-6.19240408611652,-11.5642086368923,-8.8908399083358,2021-06-27
2021-06-28,1,7.16002589438339,-6.57821165084654,-12.2091268082746,-8.47173148187437,2021-06-27
2021-06-29,1,7.62356524687861,-7.91992282282567,-11.5223034635937,-6.1409042789027,2021-06-27
2021-06-30,1,7.83976938561922,-8.44621041816768,-10.5353821931186,-3.9613042802011,2021-06-27
2021-07-01,1,6.79773245572377,-6.04816606957513,-5.89776363303807,0.147698979172043,2021-06-27
2021-07-02,1,7.53506425459685,-6.36358336033886,-7.32632888329538,-0.641606612873095,2021-06-27
2021-07-03,1,8.90088336127423,-8.89103454799621,-12.2735069628325,-3.92130197587699,2021-06-27
2021-07-04,1,8.89911165715951,-9.3111760121434,-12.0927178134353,-5.83947632908517,2021-06-27
2021-07-05,1,8.36371254590418,-7.66884592404202,-9.84485149629248,-2.22626385017707,2021-06-27
2021-07-06,1,8.71034610939682,-6.08836465320302,-9.54371760259338,-3.35779523915413,2021-06-27
2021-07-07,1,7.37729998233946,-3.50851221230345,-4.53944127725546,3.75099836955459,2021-06-27
2021-06-27,2,6.8555701557456,-6.19150906484421,-11.6609194202122,-8.01045646470082,2021-06-27
2021-06-28,2,7.63540615204331,-6.6136852821028,-12.8288034183181,-7.16617761813833,2021-06-27
2021-06-29,2,8.19749791124901,-6.9693540868057,-12.7340414848015,-4.80494223282414,2021-06-27
2021-06-30,2,8.30966284792542,-7.29890046194978,-10.0944715588694,-4.39210390576465,2021-06-27
2021-07-01,2,8.46013188795532,-7.61825779683035,-11.6856537495846,-3.60287144967284,2021-06-27
2021-07-02,2,6.87666469451821,-3.36665881747214,-2.84575207498798,3.07342954685591,2021-06-27
2021-07-03,2,7.77385295538641,-8.02467926948714,-11.5126999869209,-7.24191098565985,2021-06-27
2021-07-04,2,8.46301136543977,-8.16468045291454,-11.9612979277573,-2.75067594529844,2021-06-27
2021-07-05,2,8.64153959275696,-8.98304718625095,-13.0428533757802,-7.6851005655606,2021-06-27
2021-07-06,2,7.91361300736645,-8.06405303135855,-11.7618820118383,-3.97759286608971,2021-06-27
2021-07-07,2,6.73285568343789,-6.03176992834023,-6.16240483105715,-0.545448602224748,2021-06-27
2021-06-27,3,6.0938063838364,-6.40315590412312,-12.0364348314974,-11.7116184144369,2021-06-27
2021-06-28,3,7.0032834537692,-5.70077925546675,-11.656374731618,-6.91770243250407,2021-06-27
2021-06-29,3,7.30910084094372,-6.29060743509707,-11.3592250714935,-7.55144799225012,2021-06-27
2021-06-30,3,7.29229623127895,-7.21459744950905,-10.8452021438768,-6.67339779383439,2021-06-27
2021-07-01,3,6.58806209368449,-5.13939587713956,-5.95259008480016,0.924726983235474,2021-06-27
2021-07-02,3,7.39348234056059,-7.65510079253669,-9.40227998283054,-4.00877041740488,2021-06-27
2021-07-03,3,8.21487840424086,-8.64135802287704,-10.6443055088462,-3.48127661450678,2021-06-27
2021-07-04,3,7.86471657865844,-8.52742976828354,-10.5550902078397,-5.18276942724005,2021-06-27
2021-07-05,3,7.20586800280771,-7.79912530263237,-8.50771971552357,-3.66890375145022,2021-06-27
2021-07-06,3,7.58022531715844,-8.17976326606749,-9.93645510323877,-3.16168584377553,2021-06-27
2021-07-07,3,7.68856091206566,-6.96416257014854,-9.11206318667675,-2.59653808620131,2021-06-27
2021-06-27,4,6.50311136325626,-5.43678088728499,-11.653816092517,-6.93813631234183,2021-06-27
2021-06-28,4,7.89474500871781,-6.01912642505758,-12.4190706717747,-5.89334585091851,2021-06-27
2021-06-29,4,8.30675384339576,-4.94652778587734,-12.7949593875478,-3.31124874406377,2021-06-27
2021-06-30,4,8.46441695134489,-4.29521612462842,-10.4400565898919,-0.887102607103901,2021-06-27
2021-07-01,4,9.24603287573683,-4.03660344927095,-12.661073350593,-2.94484128082066,2021-06-27
2021-07-02,4,8.35426128121919,-0.850590011596751,-7.84584169986381,-0.417579028225406,2021-06-27
2021-07-03,4,6.76425156598252,1.26492540494681,-3.09760742238892,1.89945762657465,2021-06-27
2021-07-04,4,6.50241828213788,0.485600374787185,-6.18095531013634,-2.41526014702431,2021-06-27
2021-07-05,4,7.86622865399985,-0.418600461338223,-12.243865280118,-4.89835750965277,2021-06-27
2021-07-06,4,7.91371512414363,-0.380636109725809,-10.9516905117027,-5.14525653667054,2021-06-27
2021-07-07,4,8.71778633482167,-0.841579799608806,-13.9864660311933,-8.40560333117993,2021-06-27
2021-06-27,5,6.83279467670392,-7.8696247454781,-11.6851407732762,-10.9744521856989,2021-06-27
2021-06-28,5,6.90088532973837,-7.27906812205068,-11.2419257929658,-6.83467985327813,2021-06-27
2021-06-29,5,7.21838479537154,-7.9348598516844,-12.4846492635322,-7.92804569255309,2021-06-27
2021-06-30,5,7.54899583784066,-7.18482779781684,-10.517929799756,-8.68924767961037,2021-06-27
2021-07-01,5,6.54975015002876,-6.71658530761205,-7.87702245025505,-4.71731214457679,2021-06-27
2021-07-02,5,6.08435883116032,-4.77409155977464,-5.82819295915938,-2.98867618674678,2021-06-27
2021-07-03,5,7.26011232331126,-6.59448519774074,-11.5766702069121,-8.77161903914538,2021-06-27
2021-07-04,5,6.64399173032978,-6.23056619794959,-9.03952142607461,-5.30828859445623,2021-06-27
2021-07-05,5,7.03510607864745,-8.18677987673211,-10.3680197268519,-6.3854834921988,2021-06-27
2021-07-06,5,6.75818979453094,-8.29248755032046,-8.87344799788088,-7.03875303769327,2021-06-27
2021-07-07,5,4.55632754133392,-3.93303707147269,0.33559783352037,5.03601899787117,2021-06-27
2021-06-27,6,6.48202233040836,-5.84588161600171,-11.4515743048692,-8.79355496646534,2021-06-27
2021-06-28,6,7.12260690259874,-5.77739229243197,-12.5626350730249,-7.33417472743949,2021-06-27
2021-06-29,6,8.03035170221747,-5.86849574231402,-12.7917443787931,-7.01117283880881,2021-06-27
2021-06-30,6,7.20993368683868,-4.61665912491022,-8.6676740738402,-3.77060335289531,2021-06-27
2021-07-01,6,7.11184235983475,-4.11194402116934,-7.80402787198465,-1.52096228855549,2021-06-27
