"fc_date","ensemble_member","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","issue_date"
2021-09-19,1,3.81393003686572,-1.30387950475203,-6.40252352276759,-7.66832248552475,2021-09-19
2021-09-20,1,4.31836435413751,-2.10690838085912,-6.33575261845009,-5.99821850926051,2021-09-19
2021-09-21,1,4.35919921274546,-1.1877225555848,-4.49028110747539,-5.19018128242371,2021-09-19
2021-09-22,1,3.81865419412339,-0.248311845487812,-1.64900378037356,-1.92142676916964,2021-09-19
2021-09-23,1,4.17054421470953,-1.13909392400748,-4.19909113530878,-3.95175519511615,2021-09-19
2021-09-24,1,4.83665360314265,-4.24562642092274,-9.54515685972344,-10.0486352167031,2021-09-19
2021-09-25,1,4.73581615478012,-4.0185773209841,-7.40617495653777,-9.21100513233269,2021-09-19
2021-09-26,1,5.30868671875688,-5.27788920163772,-8.80728761451422,-8.56689464957625,2021-09-19
2021-09-27,1,5.37123695417797,-4.95859618436043,-7.79001306583303,-3.4082189703787,2021-09-19
2021-09-28,1,5.67923015518005,-6.62544583884082,-8.39953170874795,-8.27255991914412,2021-09-19
2021-09-29,1,5.26561847261352,-6.66250576754581,-8.14163766114354,-8.14165215301268,2021-09-19
2021-09-19,2,4.59027619758809,-4.43129049150007,-6.49774718165274,-4.28539215069907,2021-09-19
2021-09-20,2,5.13038736950423,-3.50305300323209,-5.27979874196209,-2.81246339168923,2021-09-19
2021-09-21,2,4.51199175794742,-3.09089033103945,-3.21089256871828,-3.00082468467127,2021-09-19
2021-09-22,2,3.74607168134631,-2.04991076395771,-1.94091682827948,-4.99030090422695,2021-09-19
2021-09-23,2,4.15911917465997,-0.0797724800043021,-4.31923936063375,-2.82038744272517,2021-09-19
2021-09-24,2,5.80071809695458,-0.323038671642859,-9.87533524631875,-4.88717687566488,2021-09-19
2021-09-25,2,6.25371995273033,-2.46073041492698,-10.2357286291963,-6.67591836128114,2021-09-19
2021-09-26,2,6.12878901356845,-2.7630324087076,-9.12056415259462,-5.5951575103893,2021-09-19
2021-09-27,2,5.84606779219008,-3.62491456732966,-7.9245713305723,-2.22470324350679,2021-09-19
2021-09-28,2,6.4641469114836,-4.10928208503449,-8.70165694198798,-2.72741231578207,2021-09-19
2021-09-29,2,6.4724741353107,-5.03922136545889,-8.48751226944475,-6.01864685013842,2021-09-19
2021-09-19,3,4.39728104299795,-2.62251157384281,-6.22549015872661,-4.73044317164999,2021-09-19
2021-09-20,3,5.01455900010334,-3.32580732683813,-6.15290671752152,-4.37793053106235,2021-09-19
2021-09-21,3,5.10113382166201,-3.19313283869997,-3.78376668494259,-2.56786158316424,2021-09-19
2021-09-22,3,4.23750876182974,-1.93538366620502,-2.24738947791959,-1.9021615013413,2021-09-19
2021-09-23,3,4.01688386506815,-2.16936228747634,-3.7299711821989,-4.62034464248413,2021-09-19
2021-09-24,3,4.93207420236179,-4.6466255694442,-9.43894847464917,-9.23124693800014,2021-09-19
2021-09-25,3,4.97515340379404,-3.65706344494244,-7.18884019731866,-4.38038314842736,2021-09-19
2021-09-26,3,5.83157198092527,-4.85205971264431,-8.87877745771142,-5.87463338529309,2021-09-19
2021-09-27,3,5.97656097642413,-4.62407054233368,-8.53507524522884,-3.14703665517999,2021-09-19
2021-09-28,3,6.32576687441834,-6.03340193384691,-8.37540716704992,-4.64969042810625,2021-09-19
2021-09-29,3,6.05651490448102,-6.34893574937736,-8.02227230537016,-5.93115073284225,2021-09-19
2021-09-19,4,4.09957690734116,-2.61096641258255,-6.40568972337058,-5.50778221516445,2021-09-19
2021-09-20,4,4.31703633383523,-2.30736113255502,-6.71341979922091,-6.19049308333312,2021-09-19
2021-09-21,4,3.44888420101808,0.243453281609248,-1.47028916372056,-2.7718536071792,2021-09-19
2021-09-22,4,3.08646488640281,1.01426542083458,-0.432224142833878,-0.505045761775235,2021-09-19
2021-09-23,4,3.54392944562482,-2.76130957232494,-4.67342938159369,-7.96337786086977,2021-09-19
2021-09-24,4,4.3666465474425,-4.71974713310519,-8.61479216648645,-7.14448748482646,2021-09-19
2021-09-25,4,5.27020616892289,-4.89727717514715,-8.63556930838767,-6.08811382283967,2021-09-19
2021-09-26,4,5.45172169552015,-5.2779681842351,-7.8600942585921,-7.05409100759613,2021-09-19
2021-09-27,4,4.71055545499117,-3.99822909652205,-5.09212480395249,-6.0948656673451,2021-09-19
2021-09-28,4,5.13999107593901,-5.31713423356092,-8.2217764635824,-7.84867967531514,2021-09-19
2021-09-29,4,4.84859445127494,-5.57432681269081,-6.64624076677866,-6.59949934449768,2021-09-19
